business_id,name,address,postal_code,stars,review_count,categories,WorkingHours.Monday,WorkingHours.Tuesday,WorkingHours.Wednesday,WorkingHours.Thursday,WorkingHours.Friday,WorkingHours.Saturday,WorkingHours.Sunday
KPIjz4gMwMTZzTGT_g8Byw,Far East Chinese Cuisine,5043 Wissahickon Ave,19144,5.0,28,"Cantonese, Chinese, Restaurants",closed,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,12:0-21:0,13:30-21:0
5vAtunQlPFkfdTI9zn4TIw,Pitruco Pizza,,19104,4.5,142,"Street Vendors, Food, Restaurants, Pizza, Food Trucks, Italian",closed,17:0-20:0,17:0-20:0,17:0-20:0,11:30-14:30,closed,closed
i-eQ41eTQRKKZlUg23SUdQ,Talk of the Town,7804 Limekiln Pike,19150,3.5,23,"Ethnic Grocery, Food, Restaurants, Caribbean, International Grocery",8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-22:0,8:0-22:0,closed
SUpQ7uFtXvdzgVubewMV8g,Good Karma Cafe,331 S 22nd St,19103,4.0,217,"Coffee & Tea, Food",7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0
-qBwKdTHaYClas69Y5biWQ,Mr deer the camp,1023 Cherry St,19107,4.0,78,"Bubble Tea, Food",11:0-21:0,11:0-18:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-23:0
HAUzjmv7YWHulWLsgdgmIw,Ten Asian Food Hall,1715 Chestnut St,19103,3.5,74,"Asian Fusion, Japanese, Restaurants, Ramen, Bubble Tea, Poke, Food",10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30
r6urzh91dq72mEREmoE-1g,Hatville Deli,1136 Arch St,19107,4.5,76,"Burgers, Sandwiches, Restaurants, Delis",8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,closed
K83AQ_2U1Fuf_TIF-fRRXg,Kung Fu Tea,13 N 32nd St,19104,4.0,28,"Juice Bars & Smoothies, Coffee & Tea, Food, Bubble Tea",11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
1ju18Y3tWAFIP5mhk32UoA,Siddiq's Real Fruit Water Ice,264 S 60th St,19139,5.0,27,"Ice Cream & Frozen Yogurt, Food, Desserts",11:0-22:0,11:0-22:0,11:0-22:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-22:0
BUEx8JCXx5v81EEVAIUC-Q,Parkway Corner Deli,2201 Pennsylvania Ave,19130,4.0,82,"Bars, American (Traditional), Beer Bar, Restaurants, Sandwiches, Beer, Wine & Spirits, Nightlife, Breakfast & Brunch, Delis, Food, Grocery",7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,8:0-21:0
EdW55E5NZdYODrcDUx8-bQ,Deke's BBQ,137 W Berkley St,19144,3.5,34,"Seafood, Barbeque, Restaurants",15:0-20:0,15:0-20:0,15:0-20:0,15:0-20:0,15:0-20:0,15:0-20:0,15:0-20:0
SruGlT3aLDyqDN3uDR2CMw,Pistola's Del Sur,1934 E Passyunk Ave,19148,4.0,119,"Nightlife, Bars, Mexican, Restaurants, Beer Bar, Breakfast & Brunch, Desserts, Food",12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0
BdTbH72RDWnPu_Qcev0ziw,Enjay's Pizza,210 S 40th St,19104,4.0,53,"Burgers, Restaurants, Sandwiches, Pizza, Italian",17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,11:30-22:0,closed
0OsR9lO16jxa0xWUY57s9g,Koto Sushi,719 Sansom St,19106,4.5,280,"Japanese, Restaurants, Salad, Sushi Bars",11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:30,15:30-21:30,15:30-21:0
R0JUjyjGEzUlY3auVhY_tg,North Bowl,909 N 2nd St,19123,4.0,484,"Restaurants, Vegan, Venues & Event Spaces, Active Life, American (Traditional), Sports Bars, Lounges, Bowling, Bars, Nightlife, Event Planning & Services",closed,17:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0,14:0-0:0,14:0-0:0
QtST1igZAi0q9LxJr6srIQ,Pearl's Oyster Bar,51 N 12th St,19107,4.0,298,"Restaurants, Seafood, American (New), Live/Raw Food, Breakfast & Brunch",8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0
5Q82x5hIwfWSF3XEeINkgQ,Dienner's Bar-B-Q Chicken,12TH And Arch St,19102,4.5,58,"Food Stands, Restaurants, Barbeque",closed,8:0-15:0,8:0-15:0,8:0-17:0,8:0-17:0,8:0-17:0,closed
hAcBP6zU9qAs6o3cbUW6MA,bāo•logy,1829 John F Kennedy Blvd,19103,4.0,183,"Food, Restaurants, Taiwanese, Street Vendors",0:0-0:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,closed,closed
V4Dr3ragKHKeUab96miyMA,Mole Poblano Restaurant,1144 S 9th St,19147,4.5,149,"Mexican, Restaurants",10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,9:0-22:0,9:0-22:0
Jno4HLrVJ08zkMIGqkaU8A,Sexy Green Truck,1256 W Montgomery Ave,19122,4.0,33,"Caterers, Food Stands, Event Planning & Services, Food Trucks, Specialty Food, Sandwiches, Food, Restaurants",7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,closed,closed
ZRb203peHsQKibqyKqZaGg,KC's Pastries,109 N 10th St,19107,4.0,181,"Restaurants, Chinese, Bakeries, Ethnic Food, Specialty Food, Food",7:0-18:30,7:0-18:30,7:0-18:30,7:0-18:30,7:0-18:30,7:0-18:30,7:0-18:30
FvBUare-QfqoTyHIvbWkvA,Bishos,7950 Oxford Ave,19111,4.5,86,"Mediterranean, Middle Eastern, Restaurants, Food, Juice Bars & Smoothies, Halal",12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,closed
0vfmJXYVLZAMpUuNJx6ejw,Grindcore House,4134 Chester Ave,19104,4.5,25,"Food, Vegan, Sandwiches, Bakeries, Restaurants, Coffee & Tea",0:0-0:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0
hljCyVrQuuYtMj2D1g5DDA,Judah Mediterranean Grill,9311 Krewstown Rd,19115,4.0,102,"Restaurants, Mediterranean, Middle Eastern, Kosher",11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-15:0,closed,11:0-20:0
yIIibdtcOnGsjtvgNuBqKA,Rally,701 S 7th St,19147,4.5,76,"Event Planning & Services, Food, Marketing, Professional Services, Venues & Event Spaces, Coffee & Tea",0:0-0:0,7:30-17:0,7:30-17:0,7:30-17:0,7:30-17:0,8:0-16:0,7:30-17:0
T85Ck4uybby0-klUlxF_nw,The Satellite Cafe,701 S 50th St,19143,3.5,158,"Coffee & Tea, Vegan, Vegetarian, Restaurants, Food, Bagels, Wraps",7:0-14:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,9:0-16:0,9:0-16:0
mlrYh-m3Zlqp9CTeSvdOsQ,Chix & Wings,138 S 11th St,19107,3.5,129,"Comfort Food, Korean, Chicken Shop, Restaurants, Chicken Wings, Fast Food, Soul Food",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,12:0-22:0,12:0-22:0
nbxFr2d30dYRWXy1rc0agg,Chu Shang Spicy 厨尚麻辣,925 Arch St,19107,3.0,127,"Restaurants, Chinese",closed,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
Zqd_DHAtrdzRJ8u3zwrvEA,Hershel's East Side Deli,51 N 12th St,19107,4.5,718,"Restaurants, Delis, Sandwiches, Salad",8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0
AmI3LIUNwsi4023hOVGu3w,Moshulu,401 S Columbus Blvd,19106,3.5,874,"American (Traditional), Seafood, Nightlife, Event Planning & Services, Cocktail Bars, Wine Bars, Restaurants, Venues & Event Spaces, American (New), Bars",0:0-0:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-22:0,11:0-22:0,11:0-20:0
P4h9ff9Zu3c_Rqb-gWkhUg,Maple Japanese Ramen,2102 Chestnut St,19103,4.5,94,"Ramen, Restaurants, Japanese",0:0-0:0,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:0,11:0-22:0,11:30-21:30
ckbvLKwjEb836t-EDKsVVg,Abyssinia,229 S 45th St,19104,3.5,307,"Restaurants, Bars, Nightlife, Ethiopian",10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0
rK4MQ-vybY5KXI73o-0mlw,Jake's & Cooper's Wine Bar & Wine Shop,4365 Main St,19127,3.5,306,"Restaurants, Cocktail Bars, Wine Bars, American (New), Pizza, Tapas Bars, Beer, Wine & Spirits, Nightlife, Food, Bars",15:0-20:30,15:0-20:30,15:0-20:30,15:0-20:30,13:0-20:30,13:0-20:30,13:0-20:0
kSWXxtZzpZLrBeyv-1BUuA,Cafe Pendawa Lima,1529 Morris St,19145,4.5,40,"Specialty Food, Grocery, Indonesian, Restaurants, Ethnic Food, Food",closed,9:30-20:0,9:30-20:0,9:30-20:0,9:30-20:0,9:30-20:0,9:30-20:0
XYwx1tsEB3_G0tgS6l-0PQ,Amuse,1421 Arch St,19102,3.5,154,"Food, Nightlife, French, Restaurants, Bars",17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,15:0-22:0,closed
XvV9B9Y4YfVVehSVkX6Ulg,Siu Kee Duck House,111 N 10th St,19107,4.0,100,"Chinese, Restaurants, Barbeque",9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0
eqK66D5jQRO2eY1_MhAo_Q,Dan's Fresh Meats,2000 Frankford Ave,19125,5.0,30,"Food, Butcher",9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0
PsyoQwBcxs98DP-2tBOv6A,Mad Greek Restaurant and Pizza,3517 Lancaster Ave,19104,3.5,55,"Pizza, Greek, Beer, Wine & Spirits, Restaurants, Food",11:0-23:0,11:0-23:0,11:0-23:0,11:0-1:0,11:0-1:0,11:0-1:0,12:0-22:0
Y7EalRsCafsApK5DcL_mTg,Devil's Den,1148 S 11th St,19147,3.5,455,"Nightlife, Bars, American (Traditional), Pubs, Breakfast & Brunch, Restaurants, Beer Bar",closed,closed,16:0-23:0,16:0-23:0,16:0-23:0,11:0-23:0,11:0-23:0
TwKeUEsAjJz-pTHTg14agw,Callahan's Grille,2615 South St,19146,4.0,35,"Bars, Pubs, Restaurants, American (Traditional), Nightlife",,,,,,,
A4VzKmiVNuLYPWPpE-49SA,Owl Breakfast & Lunch,1424 Cecil B Moore Ave,19121,4.0,58,"Restaurants, Breakfast & Brunch",6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,8:0-14:0
UMpnAG62H99at_y-J1T1tg,Rotten Ralph's Pub & Eatery,201 Chestnut St,19106,3.0,23,"Breakfast & Brunch, Restaurants, Nightlife, American (Traditional), Bars, Cocktail Bars, American (New)",12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,10:0-2:0,10:0-2:0
hc7I_QpCszT3mlIP9uW19w,United By Blue,3421 Walnut St,19104,4.0,102,"Shopping, Food, Coffee & Tea, Restaurants, Breakfast & Brunch, Fashion, Men's Clothing",0:0-0:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-15:0,8:0-16:0,8:0-16:0
-lT5o2BF6ZvSsh8PvpVOgQ,Goldie,2101 Pennsylvania Ave,19130,4.0,53,"Salad, Fast Food, Restaurants, Vegan",0:0-0:0,closed,closed,closed,closed,closed,closed
pnWpIvIsNnp6S2BW0pyreg,New Phnom Penh,2301 S 7th St,19148,4.0,59,"Cambodian, Chinese, Restaurants, Vietnamese",10:0-19:30,10:0-19:30,10:0-19:30,closed,10:0-19:30,10:0-19:30,10:0-19:30
W6k6b-bUaX0goySzl-zgTg,Red Poke Express,135 South St,19147,4.5,127,"Salad, Sushi Bars, Fast Food, Hawaiian, Seafood, Restaurants, Food, Poke",11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:30,11:0-22:30,11:0-21:30
pm1bStJuol5XmxE_atZhCQ,Nom Nom Ramen,20 S 18th St,19103,4.0,531,"Restaurants, Japanese, Ramen",11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-22:0,11:30-22:0,closed
Fj1jToh-ChfAOSR8x4wEnw,La Roca,4161 Main St,19127,3.0,195,"Nightlife, Mexican, Restaurants, Bars, Cocktail Bars",11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-2:0,11:0-2:0,11:0-0:0
oIr50siZDtDYCE_p5K8nYA,Winkel,1119 Locust St,19107,4.5,246,"Breakfast & Brunch, Food, Sandwiches, Salad, Coffee & Tea, Restaurants, Modern European, Cafes",0:0-0:0,closed,closed,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0
1CCG0WYSoR8ejdgD5-Gaqg,Francoluigi's Pizzeria & Italian Restaurant,1549 S 13th St,19147,4.0,303,"Italian, Restaurants, Pizza",closed,closed,15:0-22:0,15:0-22:0,15:0-22:0,15:0-22:0,14:0-21:0
9e_rrzyTolsH1RUXHOvsMA,Circles Contemporary Thai,812 N 2nd St,19123,3.5,394,"Food, Ethnic Food, Restaurants, Thai, Asian Fusion, Specialty Food, Vegetarian",17:0-21:45,17:0-21:45,17:0-21:45,17:0-21:45,17:0-22:45,12:0-22:45,12:0-21:45
KcTsFk7fAMkciPSakHNVcA,Biryani Bowl,391 Lyceum Ave,19128,3.5,28,"Seafood, Indian, Restaurants",11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0
4_VDvhKpKSsj7jZYdocZYA,La Viola,"253 S 16th St, Apt 1",19102,3.5,524,"Restaurants, Italian",closed,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,16:0-22:0
IHCSJHLyz2MgXpJAVssC3Q,Headhouse Farmers' Market,South St & S 2nd St,19147,4.5,53,"Food, Farmers Market",closed,closed,closed,closed,closed,closed,10:0-14:0
Tkx1AiQarmw0zc50GibtTA,Marathon On the Square,1839 Spruce St,19103,3.5,265,"Sandwiches, Restaurants, Breakfast & Brunch, Barbeque, American (New)",11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,9:0-21:0,9:0-21:0
Mt6XTQfwk2DUD3AK29YIBg,Melograno,2012 Sansom St,19103,3.5,451,"Italian, Restaurants",0:0-0:0,closed,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-20:30
Njv2-eMDyGEWEPEOVonwsA,Le Pain Quotidien,801 Walnut St,19107,3.5,239,"Belgian, Coffee & Tea, Bakeries, Food, Breakfast & Brunch, Restaurants",8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0,8:0-16:0
NUJrCPU51Cvip4ayZD1P5g,Jose Pistola's,263 S 15th St,19102,3.5,488,"Nightlife, Restaurants, Bars, Mexican, Tex-Mex",12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0
Aiu1Tm13sMXRAGRYFZ0MUA,Grill Master Deli,263 S 17th St,19103,4.0,43,"Delis, Restaurants, Salad, Sandwiches",7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,8:0-16:0,closed
SapvBx9qgQU46KPRvsqa_w,Dwight's Southern Barbecue II,3734 Germantown Ave,19140,3.0,54,"Event Planning & Services, Barbeque, Restaurants, Caterers",,,,,,,
oqbhVgliVJH-iRa3AnD-3A,Elixr Coffee Roasters,207 S Sydenham St,19102,4.5,810,"Cafes, Food, Coffee & Tea, Bakeries, Coffee Roasteries, Restaurants",7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0
eJaeTZlIdM3HWCq__Ve4Wg,Tria Cafe Rittenhouse,123 S 18th St,19103,4.5,880,"French, Spanish, Tapas Bars, Cafes, Restaurants, Wine Bars, Modern European, Bars, Nightlife, Italian, Comedy Clubs, Greek, American (New)",14:0-20:0,16:0-21:0,16:0-21:0,16:0-21:0,12:0-22:0,12:0-22:0,12:0-20:0
cZnS2iTmPY6V58YqHiARxQ,Aurora Grace,517 S 5th St,19147,4.5,60,"Macarons, Bakeries, Chocolatiers & Shops, Food, Specialty Food, Desserts",10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0
ds4Vf2mPGm3NXb0IvpsNtQ,Rebel Taco,111 S Independence Mall E,19106,4.0,37,"Tacos, Mexican, Restaurants",,,,,,,
wGnBaLvgH3hrq6C3AnO5Mg,Shish-Kabob Palace,1683 Grant Ave,19115,3.5,93,"Uzbek, Restaurants, Middle Eastern, Russian",closed,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
oH6iX_75CnCg1Bh7TeAsTQ,A Quality Cafe,Walnut St,19143,4.5,23,"Food Trucks, Restaurants, Food, Halal, Falafel, Mediterranean",11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-21:0
_05DcCQmCP5aGnfCnI4r9Q,Capital One Café,"135 S 17th St, Ste A",19103,4.0,178,"Food, Coffee & Tea, Financial Advising, Banks & Credit Unions, Internet Cafes, Financial Services, Restaurants, Cafes",7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,8:0-19:0,9:0-17:0
fz9ymU6xguSAdVjSdHBLDg,Denise's Delicacies,2916 N 22nd St,19132,4.0,79,"Desserts, Food, Bakeries, Restaurants",9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,8:0-17:0,closed
ZijcWgADCYVwLOOGPkd3tw,Rite Aid,2301 Walnut St,19103,3.0,23,"Convenience Stores, Photography Stores & Services, Shopping, Drugstores, Food",0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
3AXMyEZKczm5rliRDBJiBA,Mediterranean 2000,8026 Bustleton Ave,19152,4.0,31,"Restaurants, Portuguese, Iberian, Mediterranean",,,,,,,
foh6hwQxjCs0SeLT5MO1SQ,Wawa,8220 West Bartram Ave,19153,3.0,56,"Gas Stations, Coffee & Tea, Sandwiches, Automotive, Convenience Stores, Food, Restaurants",0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Aw9Tldxcg5ifodzn0R2O6g,Blackbird Pizzeria,614 N 2nd St,19123,4.0,248,"Restaurants, Desserts, Kosher, Pizza, Salad, Food, Vegan, Chicken Wings",closed,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
SJiPVACkEd6S0v3YrWLTdg,George's Pizza,201 W Girard Ave,19123,3.0,47,"Restaurants, Pizza",11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-1:0,11:0-1:0,14:0-22:0
V8we7-uCa-SouadZmZ9Ieg,The Cheesecake Factory,1430 Walnut St,19102,3.0,381,"Restaurants, Salad, American (Traditional), American (New), Seafood, Food, Desserts",0:0-0:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-23:0,11:30-23:0,10:0-22:0
8grIwJYQJ16EUImULDCdQw,Randi's Restaurant and Bar,1619 Grant Ave,19115,3.0,104,"Bars, Nightlife, Restaurants, Italian",11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-2:0,11:0-2:0,11:0-23:0
rnwZzizgpjocPOeND0luSA,Dutch Country Farmers'market,2031 Cottman Ave,19149,4.0,29,"Food, Specialty Food, Farmers Market, Fruits & Veggies",closed,closed,9:0-15:0,8:0-17:30,8:0-17:30,8:0-16:0,closed
6vp741cxMvQMicJ3qZuLGQ,2nd Street Brew House,1700 S 2nd St,19148,4.0,72,"Pubs, Beer, Wine & Spirits, Food, Nightlife, Bars, Restaurants, Beer Bar, American (Traditional), Sports Bars",12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0,12:0-2:0
7M4acncueqDznH9AwgPjeg,Maggie's Waterfront Cafe,9242 N Delaware Ave,19114,3.5,221,"Nightlife, Cafes, American (Traditional), Event Planning & Services, Bars, Restaurants, Venues & Event Spaces, Salad",11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
gKzFir7-U5_sgvCymGPGYw,Frank's Pizza,3600 Fisk Ave,19129,4.0,109,"Pizza, Italian, Sandwiches, Restaurants",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:30,11:0-22:30,11:0-21:30
AQIi4IRvUxkurxNvlUD9hQ,Smoothie King,1625 Chestnut St,19103,3.5,29,"Shopping, Health Markets, Specialty Food, Vitamins & Supplements, Food, Juice Bars & Smoothies",0:0-0:0,11:0-18:0,7:0-19:0,7:0-19:0,7:0-19:0,9:0-20:0,11:0-18:0
kPuwg0Lx1RVa9TClDl5Ocw,California Tortilla,10000 Roosevelt Blvd,19116,3.5,80,"Vegetarian, Restaurants, Mexican, Tex-Mex",0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-20:0,11:0-21:0,11:0-20:0
65TDxeJI6mFStXxSqAcYWA,Taste Restaurant,1 Dock St,19106,3.0,23,"American (New), Restaurants",16:0-23:0,16:0-23:0,16:0-23:0,16:0-23:0,16:0-2:0,16:0-2:0,closed
Ukkr1N8UApmJsOzbX4XnRA,The Green Line Cafe,4239 Baltimore Ave,19104,3.5,197,"Restaurants, Sandwiches, Coffee & Tea, Cafes, Food",6:30-21:30,6:30-21:30,6:30-21:30,6:30-21:30,6:30-21:0,7:0-21:0,8:0-21:0
1ir6Kjb-d4Vg_dViVvR-rQ,Carlo's Bakery,2101 Walnut St,19103,3.0,177,"Food, Desserts, Bakeries, Patisserie/Cake Shop, Cupcakes",0:0-0:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0
a62d7e_xXeljJcOUHkJjkg,Circles Contemporary Asian,1516 Tasker St,19145,3.5,377,"Vegetarian, Asian Fusion, Thai, Restaurants",17:0-22:45,11:0-22:45,11:0-22:45,11:0-22:45,11:0-22:45,11:0-22:45,11:0-22:45
or_WcjWELDsssk2JruvJcg,Café Lutecia,2301 Lombard St,19146,4.0,199,"Restaurants, Breakfast & Brunch, French",closed,8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0,8:0-15:0
9YyeoqIBSEL_uikPBTZZUQ,Hadramout,136 S 45th St,19104,4.5,90,"Restaurants, Arabic, Halal, Middle Eastern",11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0
qHe8EQyf72nWO633eGxG7A,Big Ass Slices,218 Market St,19106,3.5,240,"Restaurants, American (Traditional), Pizza",8:0-22:0,8:0-22:0,8:0-22:0,8:0-23:0,8:0-0:0,11:0-0:0,11:0-22:0
DEh5BPKE8LHm4PUsH_E1ig,Pat's Pizza & Pasta,1410 S St,19146,3.0,36,"Italian, Salad, Pizza, Restaurants",0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
eubQohkn22b4IytlVNz20g,Wishbone,210 S 13th St,19107,3.5,191,"Restaurants, Nightlife, Bars, Chicken Shop, American (New), Fast Food, Cocktail Bars, Comfort Food, Chicken Wings, Sandwiches, Burgers",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
2ISww4-o249VMoy7zKsWBA,Just Cravings,946 N 2nd St,19123,3.0,74,"Coffee & Tea, Ice Cream & Frozen Yogurt, Gelato, Sandwiches, Food, Desserts, Restaurants, Juice Bars & Smoothies, Soup",13:0-23:0,13:0-23:0,13:0-23:0,13:0-23:0,13:0-23:30,12:0-23:30,12:0-23:30
HDFpIdD3BFYrrTIJuQTnVA,Shanghai Gourmet Chinese Restaurant,"51 N 12th St, Ste 58",19107,3.5,42,"Chinese, Restaurants",,,,,,,
3eAGbHu2VFz8dVNC_dO5ow,Lorenzo's Cafe Espresso Ristorante Italiano,4741 Princeton Ave,19135,4.5,58,"Food, Italian, Breakfast & Brunch, Cafes, Coffee & Tea, Salad, Desserts, Restaurants, Sandwiches",closed,16:0-22:0,closed,closed,11:0-21:0,11:0-21:0,9:0-13:0
eoj3iAmpgbRIi56yxcTQxA,Hook & Reel Cajun Seafood & Bar,9763 Roosevelt Blvd,19114,3.5,100,"Restaurants, Seafood, Cajun/Creole",0:0-0:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-23:0,12:0-23:0,12:0-22:0
b8zYL8751HJXc0XlUw5K3g,Taco & Ramen,615 South St,19147,5.0,26,"Mexican, Vegan, Restaurants, Juice Bars & Smoothies, Food, Japanese",12:0-20:0,12:0-20:0,closed,12:0-19:0,12:0-21:0,12:0-18:0,closed
zGD1PUe6bksPqx5XUqGUIQ,Al's Corner Deli and Catering Services,7940 Torresdale Ave,19136,4.0,78,"Food, Event Planning & Services, Caterers, Delis, Restaurants",6:0-18:0,6:0-18:0,6:0-18:0,6:0-18:0,6:0-18:0,7:0-17:0,7:0-15:0
15JFk0bn7HJ9g9-N7tXl_Q,Heung Fa Chun Sweet House,112 N 10th St,19107,4.5,237,"Chinese, Restaurants, Food, Desserts",7:30-19:30,7:30-19:30,closed,7:30-19:30,7:30-19:30,7:30-19:30,7:30-19:30
yrpbZJblFvKpXSMvj--WVQ,Blue Cross RiverRink Winterfest,101 S Columbus Blvd,19106,4.0,67,"Nightlife, Skating Rinks, Restaurants, Hotels & Travel, Event Planning & Services, Bars, Comfort Food, Active Life, Hotels",17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-23:0,11:0-23:0,11:0-21:0
uj5QvIphe4ZWHBTCJRVkaQ,Olympia Ii Pizza & Restaurant,616 South St,19147,3.5,38,"Restaurants, Pizza",,,,,,,
ol8pa4uP3mu97ii5gvw9qg,Chickie's & Pete's,1 Citizens Bank Way,19148,3.0,28,"Food Stands, Restaurants, Seafood, Fast Food, American (New)",,,,,,,
Yu_QofgDAjn__QsMi5Wudg,The Victoria Freehouse,10 S Front St,19106,4.0,220,"Bars, Nightlife, British, Pubs, Breakfast & Brunch, Restaurants",closed,17:0-20:0,17:0-20:0,17:0-20:0,17:0-20:0,12:0-20:0,12:0-16:0
waWvlZPOgPkfSTsnCju4aA,Amma's South Indian Cuisine,1518 Chestnut St,19102,4.0,301,"Restaurants, Indian",11:0-21:45,11:0-21:45,11:0-21:45,11:0-21:45,11:0-21:45,11:0-21:45,11:0-20:45
IbfjmW7svGRQs7zIBwx-EA,Her Daughters Cafe,2533 E Clearfield St,19134,4.5,22,"Restaurants, Food, Breakfast & Brunch, Coffee & Tea, Desserts",7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0
5Fm6khB-De-OdqATep9J9Q,NYPD Pizza,140 S 11th St,19102,3.5,198,"Pizza, Restaurants",10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,closed,closed
